ID_CLIENT,ID_SHOP,SEX,MARITAL_STATUS,AGE,FLAG_RESIDENCIAL_PHONE,AREA_CODE_RESIDENCIAL_PHONE,PAYMENT_DAY,SHOP_RANK,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,FLAG_MOTHERS_NAME,FLAG_FATHERS_NAME,FLAG_RESIDENCE_TOWN_eq_WORKING_TOWN,FLAG_RESIDENCE_STATE_eq_WORKING_STATE,MONTHS_IN_THE_JOB,PROFESSION_CODE,MATE_INCOME,FLAG_RESIDENCIAL_ADDRESS_eq_POSTAL_ADDRESS,FLAG_OTHER_CARD,QUANT_BANKING_ACCOUNTS,FLAG_MOBILE_PHONE,FLAG_CONTACT_PHONE,PERSONAL_NET_INCOME,COD_APPLICATION_BOOTH,QUANT_ADDITIONAL_CARDS_IN_THE_APPLICATION,FLAG_CARD_INSURANCE_OPTION,TARGET_LABEL_BAD=1,
5596,25,M,C,63,Y,50,12,0,P,324,Y,N,N,Y,96,13,0,Y,N,0,N,N,2759,0,0,N,0,
5597,23,F,C,40,Y,31,8,0,P,120,Y,Y,N,Y,0,720,2000,Y,N,0,N,N,0,0,2,N,0,
5598,22,M,C,22,Y,31,11,0,P,264,Y,Y,N,Y,12,39,0,Y,N,0,N,N,319,0,0,N,0,
5599,20,F,S,61,Y,31,20,0,P,516,Y,Y,N,Y,0,703,0,Y,N,0,N,N,921,0,0,N,0,
5600,19,F,S,32,Y,31,20,0,P,36,Y,Y,Y,Y,0,999,0,Y,N,0,N,N,300,0,0,N,0,
5601,25,M,S,26,Y,31,8,0,P,156,Y,Y,Y,Y,0,905,0,Y,N,0,N,N,600,0,0,N,0,
5602,19,M,S,22,Y,31,12,0,P,120,Y,Y,Y,Y,36,141,0,Y,N,0,N,N,52,0,1,N,0,
5603,15,M,S,20,N,31,25,0,P,144,Y,Y,Y,Y,12,514,0,Y,N,0,N,N,501,0,0,N,1,
5604,23,F,C,33,Y,31,12,0,P,48,Y,Y,N,Y,216,950,0,Y,N,0,N,N,600,0,0,N,0,
5605,24,F,S,51,Y,31,12,0,A,336,Y,Y,N,Y,60,13,0,Y,N,0,N,N,1354,0,1,N,0,
5606,1,F,S,25,Y,50,18,0,P,156,Y,Y,N,Y,12,801,0,Y,N,0,N,N,203,0,0,N,0,
5607,17,F,S,39,Y,31,12,0,P,468,Y,Y,N,Y,24,999,0,Y,N,0,N,N,788,0,0,N,0,
5608,13,M,S,20,Y,31,12,0,P,96,Y,Y,Y,Y,12,514,0,Y,N,0,N,N,750,0,1,N,0,
5609,3,F,S,37,Y,31,25,0,P,204,Y,Y,N,Y,60,950,0,Y,N,0,N,N,1000,0,0,N,0,
5610,22,F,C,32,Y,50,12,0,P,120,Y,Y,Y,Y,168,210,0,Y,N,0,N,N,1232,0,0,N,0,
5611,24,M,C,47,Y,31,12,0,P,264,Y,N,Y,Y,12,508,0,Y,N,0,N,N,1000,0,1,N,0,
5612,6,F,C,20,N,50,28,0,P,12,Y,Y,Y,Y,12,139,0,Y,N,0,N,N,270,0,0,N,0,
5613,25,F,S,22,Y,31,12,0,C,216,Y,Y,N,Y,24,731,0,Y,N,0,N,N,800,0,0,N,0,
5614,25,F,C,49,Y,50,25,0,P,240,Y,Y,Y,Y,300,999,0,Y,N,0,N,N,1000,0,0,N,0,
5615,24,M,C,46,N,50,8,0,A,12,Y,Y,Y,Y,12,39,0,Y,N,0,N,N,219,0,0,N,1,
5616,19,F,C,47,N,50,12,0,P,180,Y,Y,N,Y,0,999,0,Y,N,0,N,N,500,0,0,N,0,
5617,2,M,C,67,N,50,18,0,P,120,Y,Y,N,Y,216,79,0,Y,N,0,N,N,900,0,0,N,0,
5618,13,F,S,35,N,31,25,0,C,12,Y,N,N,Y,12,16,0,Y,N,0,N,N,400,0,0,N,0,
5619,19,F,C,40,Y,31,8,0,P,180,Y,Y,N,Y,0,999,0,Y,N,0,N,N,500,0,0,N,0,
5620,55,F,C,41,Y,50,28,0,P,84,Y,Y,Y,Y,12,717,0,Y,N,0,N,N,2000,0,0,N,0,
5621,96,M,C,52,Y,50,8,0,A,204,Y,Y,N,Y,0,13,0,Y,N,0,N,N,460,0,0,N,1,
5622,1,F,C,49,Y,31,8,0,P,120,Y,Y,N,Y,24,402,0,Y,N,0,N,N,1849,0,0,N,0,
5623,22,F,C,28,N,50,18,0,P,60,Y,Y,N,Y,24,950,0,Y,N,0,N,N,300,0,0,N,1,
5624,19,F,S,22,Y,31,20,0,A,24,Y,Y,Y,Y,12,853,0,Y,N,0,N,N,450,0,0,N,1,
5625,5,M,S,49,N,50,18,0,P,240,Y,Y,Y,Y,0,19,0,Y,N,0,N,N,540,0,0,N,0,
5626,19,F,S,22,Y,31,8,0,P,96,Y,Y,N,Y,12,999,0,Y,N,0,N,N,250,0,0,N,0,
5627,15,F,S,19,Y,50,8,0,P,228,Y,Y,N,Y,0,999,0,Y,N,0,N,N,0,0,0,N,0,
5628,15,F,S,26,Y,31,23,0,P,48,Y,Y,N,Y,0,999,0,Y,N,0,N,N,0,0,0,N,0,
5629,22,F,D,40,N,50,20,0,P,180,Y,Y,N,Y,0,205,0,Y,N,0,N,N,180,0,0,N,0,
5630,22,F,C,42,Y,50,1,0,P,204,Y,Y,N,Y,72,950,0,Y,N,0,N,N,800,0,0,N,0,
5631,25,F,C,31,Y,31,18,0,P,48,Y,Y,N,Y,24,501,0,Y,N,0,N,N,200,0,0,N,0,
5632,24,F,C,29,Y,50,8,0,P,180,Y,Y,N,Y,180,950,0,Y,N,0,N,N,1200,0,0,N,1,
5633,4,F,O,22,Y,31,8,0,P,12,Y,Y,Y,Y,12,853,0,Y,N,0,N,N,411,0,0,N,1,
5634,5,F,S,20,N,50,18,0,C,120,Y,Y,Y,Y,24,205,0,Y,N,0,N,N,180,0,0,N,1,
5635,20,F,S,46,N,50,20,0,A,360,Y,Y,Y,Y,12,26,0,Y,N,0,N,N,210,0,0,N,0,
5636,3,F,C,43,Y,31,12,0,P,432,Y,Y,N,Y,12,166,974,Y,N,0,N,N,350,0,2,N,0,
5637,24,M,S,19,Y,31,25,0,C,96,Y,Y,N,Y,12,999,0,Y,N,0,N,N,220,0,0,N,1,
5638,25,M,D,57,Y,31,18,0,P,228,Y,Y,Y,Y,48,999,0,Y,N,0,N,N,500,0,0,N,0,
5639,55,F,S,22,Y,31,18,0,C,0,Y,Y,Y,Y,0,205,0,Y,N,0,N,N,220,0,0,N,0,
5640,20,F,C,37,Y,31,3,0,P,60,Y,Y,N,Y,72,853,0,Y,N,0,N,N,2056,0,0,N,0,
5641,24,F,S,28,Y,50,25,0,A,12,Y,Y,Y,Y,12,853,0,N,N,0,N,N,390,0,0,N,0,
5642,10,F,S,45,Y,50,18,0,P,480,Y,Y,N,Y,0,950,0,Y,N,0,N,N,300,0,0,N,0,
5643,24,M,S,19,N,50,28,0,P,24,Y,Y,N,Y,24,950,0,Y,N,0,N,N,200,0,0,N,0,
5644,1,F,S,36,Y,31,12,0,P,60,Y,Y,N,Y,180,999,0,Y,N,0,N,N,733,0,0,N,0,
5645,55,F,C,28,Y,50,12,0,A,0,Y,Y,N,Y,24,950,0,Y,N,0,N,N,300,0,0,N,0,
5646,22,M,C,27,N,50,25,0,P,12,Y,Y,N,Y,72,524,0,Y,N,0,N,N,1000,0,0,N,0,
5647,25,F,C,45,Y,31,8,0,P,168,Y,Y,Y,Y,72,130,0,Y,N,0,N,N,200,0,0,N,1,
5648,3,F,S,18,N,31,20,0,P,84,Y,Y,Y,Y,36,38,0,Y,N,0,N,N,332,0,0,N,0,
5649,15,F,C,29,Y,31,3,0,P,348,Y,Y,N,Y,0,999,0,Y,N,0,N,N,0,0,0,N,0,
5650,55,F,S,28,N,50,12,0,O,120,Y,Y,N,Y,120,165,0,Y,N,0,N,N,350,0,0,N,1,
5651,1,F,S,18,Y,50,28,0,P,216,Y,Y,N,Y,24,950,0,Y,N,0,N,N,850,0,0,N,1,
5652,2,F,S,38,Y,31,25,0,P,12,Y,Y,N,Y,24,130,0,Y,N,0,N,N,289,0,0,N,1,
5653,7,F,V,44,Y,5,12,0,P,192,Y,Y,N,Y,96,703,0,Y,N,0,N,N,360,0,0,N,0,
5654,1,F,C,35,Y,31,12,0,P,96,Y,Y,N,Y,24,73,0,Y,N,0,N,N,2658,0,1,N,0,
5655,66,F,C,43,Y,31,20,0,P,240,Y,Y,Y,Y,216,501,0,Y,N,0,N,N,600,0,0,N,0,
5656,22,M,C,33,Y,31,18,0,P,96,Y,Y,N,Y,48,952,0,Y,N,0,N,N,356,0,0,N,1,
5657,23,F,S,48,Y,31,8,0,P,120,Y,N,N,Y,180,131,0,Y,N,0,N,N,600,0,0,N,1,
5658,10,F,S,27,N,50,12,0,A,24,Y,Y,Y,Y,12,40,0,Y,N,0,N,N,291,0,0,N,0,
5659,25,M,C,42,Y,50,12,0,P,96,Y,Y,N,Y,120,60,0,Y,N,0,N,N,500,0,2,N,0,
5660,55,M,D,43,Y,31,8,0,P,72,Y,Y,Y,Y,96,107,0,Y,N,0,N,N,580,0,0,N,0,
5661,55,F,D,36,Y,31,8,0,P,72,Y,Y,N,Y,36,704,0,Y,N,0,N,N,2250,0,0,N,0,
5662,22,F,S,24,N,50,28,0,P,120,Y,Y,N,Y,36,165,0,Y,N,0,N,N,360,0,0,N,0,
5663,55,F,S,26,N,31,8,0,P,240,Y,Y,Y,Y,60,38,0,N,N,0,N,N,260,0,0,N,0,
5664,10,F,V,62,N,50,8,0,P,120,Y,Y,N,Y,0,703,0,Y,N,0,N,N,632,0,0,N,0,
5665,12,F,S,37,Y,31,3,0,P,120,Y,Y,N,Y,0,725,0,Y,N,0,N,N,202,0,0,N,0,
5666,1,F,C,27,Y,31,18,0,P,60,Y,Y,N,Y,12,40,0,Y,N,0,N,N,320,0,0,N,0,
5667,12,F,S,23,Y,31,18,0,C,288,Y,Y,Y,Y,12,60,0,Y,N,0,N,N,300,0,0,N,0,
5668,55,F,S,44,Y,31,20,0,P,492,Y,Y,Y,Y,72,863,0,Y,N,0,N,N,451,0,0,N,0,
5669,21,F,C,34,Y,31,12,0,P,156,Y,Y,N,Y,36,855,0,Y,N,0,N,N,503,0,0,N,0,
5670,24,F,S,55,N,50,8,0,P,240,Y,Y,N,Y,240,704,0,Y,N,0,N,N,263,0,0,N,0,
5671,25,F,S,35,Y,50,8,0,A,36,Y,Y,Y,Y,0,205,0,Y,N,0,N,N,350,0,0,N,0,
5672,55,F,C,27,Y,31,20,0,A,0,Y,Y,N,Y,0,720,2500,Y,N,0,N,N,1000,0,0,N,0,
5673,19,F,S,24,N,50,20,0,C,288,Y,Y,N,Y,12,999,0,Y,N,0,N,N,200,0,0,N,1,
5674,23,F,C,44,Y,31,20,0,P,48,Y,Y,Y,Y,300,712,0,Y,N,0,N,N,1512,0,1,N,0,
5675,25,M,S,31,N,50,8,0,P,372,Y,Y,Y,Y,12,26,0,Y,N,0,N,N,400,0,0,N,1,
5676,7,F,S,19,Y,5,12,0,C,228,Y,Y,Y,Y,60,205,0,Y,N,0,N,N,220,0,0,N,1,
5677,25,M,S,29,Y,50,18,0,P,348,Y,Y,Y,Y,0,100,0,Y,N,0,N,N,800,0,0,N,1,
5678,1,F,S,21,Y,50,20,0,P,216,Y,Y,Y,Y,12,999,0,Y,N,0,N,N,440,0,0,N,0,
5679,55,F,V,52,Y,31,18,0,P,540,Y,Y,N,Y,84,13,0,Y,N,0,N,N,847,0,0,N,0,
5680,8,M,S,21,Y,31,8,0,P,252,Y,Y,N,Y,12,26,0,Y,N,0,N,N,230,0,0,N,0,
5681,3,F,C,36,Y,31,12,0,A,60,Y,Y,N,Y,12,205,330,Y,N,0,N,N,180,0,0,N,0,
5682,55,M,S,18,Y,50,28,0,P,216,Y,Y,N,Y,24,49,0,Y,N,0,N,N,223,0,0,N,1,
5683,13,M,S,20,Y,31,12,0,P,168,Y,Y,Y,Y,12,654,0,Y,N,0,N,N,204,0,0,N,1,
5684,1,F,C,56,Y,31,12,0,A,408,Y,Y,N,Y,108,13,0,Y,N,0,N,N,470,0,0,N,0,
5685,25,M,C,44,Y,50,3,0,P,36,Y,Y,Y,Y,156,26,0,Y,N,0,N,N,350,0,0,N,0,
5686,8,F,S,43,Y,31,20,0,P,24,Y,Y,N,Y,24,168,0,Y,N,0,N,N,222,0,0,N,0,
5687,25,F,S,30,Y,31,20,0,P,360,Y,Y,Y,Y,156,131,0,N,N,0,N,N,287,0,0,N,0,
5688,11,F,S,26,Y,31,18,0,P,120,Y,Y,N,Y,0,506,0,Y,N,0,N,N,450,0,0,N,0,
5689,23,F,S,29,Y,31,3,0,P,36,Y,Y,Y,Y,60,600,0,Y,N,0,N,N,1800,0,1,N,0,
5690,55,F,C,29,Y,31,3,0,P,72,Y,Y,N,Y,0,130,0,Y,N,0,N,N,280,0,0,N,0,
5691,3,F,C,30,N,50,12,0,P,60,Y,Y,Y,Y,12,131,800,Y,N,0,N,N,180,0,0,N,0,
5692,25,F,S,21,Y,31,8,0,P,252,Y,Y,Y,Y,0,40,0,Y,N,0,N,N,315,0,0,N,0,
5693,15,M,C,62,Y,31,12,0,P,360,Y,Y,N,Y,12,13,0,Y,N,0,N,N,793,0,1,N,0,
5694,15,F,S,29,Y,31,8,0,A,12,Y,Y,Y,Y,12,999,0,Y,N,0,N,N,519,0,1,N,0,
5695,1,M,S,23,N,50,3,0,P,24,Y,N,Y,Y,48,855,0,Y,N,0,N,N,571,0,0,N,0,
5696,21,F,C,34,Y,31,23,0,P,12,Y,Y,Y,Y,96,999,0,Y,N,0,N,N,1300,0,0,N,0,
5697,9,M,O,33,Y,5,12,0,A,12,Y,Y,N,Y,12,222,0,Y,N,0,N,N,1687,0,1,N,0,
5698,66,F,S,24,Y,31,25,0,P,288,Y,Y,Y,Y,24,24,0,Y,N,0,N,N,220,0,0,N,0,
5699,17,F,C,66,Y,31,20,0,O,240,Y,Y,N,Y,0,703,0,Y,N,0,N,N,220,0,0,N,0,
5700,25,F,C,30,Y,31,12,0,P,360,Y,Y,N,Y,0,999,0,Y,N,0,N,N,400,0,0,N,0,
5701,14,M,S,31,N,50,12,0,A,12,Y,Y,Y,Y,48,508,0,Y,N,0,N,N,387,0,0,N,0,
5702,23,F,S,18,Y,31,8,3,O,24,Y,Y,Y,Y,12,40,0,Y,N,0,N,N,133,0,0,N,1,
5703,24,F,S,18,Y,31,3,0,P,216,Y,Y,Y,Y,12,654,0,Y,N,0,N,N,350,0,0,N,0,
5704,22,M,S,20,N,50,12,0,P,240,Y,Y,N,Y,0,999,0,Y,N,0,N,N,173,0,0,N,0,
5705,25,F,S,72,N,50,12,0,A,12,Y,Y,N,Y,108,13,0,Y,N,0,N,N,1680,0,0,N,0,
5706,55,F,O,31,Y,50,12,0,P,180,Y,Y,N,Y,24,950,0,Y,N,0,N,N,500,0,0,N,0,
5707,25,F,C,37,Y,31,8,0,O,252,Y,Y,Y,Y,252,46,0,Y,N,0,N,N,650,0,1,N,0,
5708,25,F,V,71,Y,50,8,0,O,120,Y,Y,N,Y,240,703,0,Y,N,0,N,N,1214,0,0,N,0,
5709,15,F,S,55,Y,31,18,0,P,180,Y,Y,N,Y,0,999,0,Y,N,0,N,N,0,0,0,N,1,
5710,22,F,C,41,N,31,12,0,P,240,Y,Y,N,Y,24,950,0,Y,N,0,N,N,400,0,0,N,0,
5711,16,F,V,59,Y,31,18,0,P,456,Y,Y,Y,Y,12,855,0,Y,N,0,N,N,355,0,0,N,0,
5712,11,F,S,28,N,31,25,0,P,180,Y,Y,Y,Y,12,61,0,Y,N,0,N,N,226,0,0,N,1,
5713,23,M,C,49,Y,31,12,2,A,60,Y,Y,Y,Y,12,254,0,Y,N,0,N,N,320,0,1,N,0,
5714,7,M,S,20,N,5,20,0,C,12,Y,Y,Y,Y,12,950,0,Y,N,0,N,N,400,0,0,N,0,
5715,1,F,C,52,N,50,12,0,P,624,Y,Y,N,Y,0,720,180,Y,N,0,N,N,0,0,0,N,0,
5716,5,F,C,28,Y,5,8,0,P,336,Y,Y,N,Y,0,26,0,Y,N,0,N,N,195,0,0,N,0,
5717,55,F,C,23,Y,31,12,0,A,36,Y,Y,N,Y,0,992,0,Y,N,0,N,N,550,0,0,N,0,
5718,7,M,S,22,Y,5,12,0,P,180,Y,Y,Y,Y,12,702,0,Y,N,0,N,N,416,0,0,N,1,
5719,22,F,S,37,N,31,20,0,P,60,Y,Y,N,Y,96,123,0,Y,N,0,N,N,158,0,0,N,0,
5720,21,F,S,20,Y,31,1,0,C,72,Y,Y,Y,Y,24,801,0,Y,N,0,N,N,370,0,0,N,0,
5721,25,F,C,37,Y,50,20,0,P,36,Y,Y,Y,Y,48,999,0,Y,N,0,N,N,1272,0,0,N,0,
5722,22,F,C,24,N,50,12,0,P,0,Y,Y,N,Y,12,501,0,Y,N,0,N,N,300,0,0,N,1,
5723,21,F,S,30,Y,31,3,0,P,48,Y,Y,Y,Y,84,999,0,Y,N,0,N,N,870,0,0,N,0,
5724,25,M,S,30,Y,31,12,0,P,36,Y,Y,N,Y,24,706,0,Y,N,0,N,N,347,0,0,N,0,
5725,24,F,S,19,N,50,12,0,C,240,Y,Y,Y,Y,12,40,0,Y,N,0,N,N,393,0,0,N,0,
5726,22,F,S,44,N,50,28,0,P,276,Y,N,N,Y,24,26,0,Y,N,0,N,N,252,0,0,N,1,
5727,22,M,S,26,N,50,20,0,P,72,Y,N,Y,Y,12,702,0,Y,N,0,N,N,320,0,0,N,1,
5728,55,F,S,39,Y,50,18,0,P,468,Y,Y,Y,Y,12,205,0,Y,N,0,N,N,350,0,0,N,0,
5729,10,F,S,52,Y,31,20,0,P,84,Y,Y,N,Y,0,950,0,Y,N,0,N,N,270,0,0,N,0,
5730,25,F,S,47,N,50,18,0,P,456,Y,Y,Y,Y,0,26,0,Y,N,0,N,N,200,0,0,N,0,
5731,55,F,C,30,N,50,12,0,P,12,Y,Y,Y,Y,12,205,0,N,N,0,N,N,360,0,0,N,0,
5732,3,M,C,48,Y,31,8,0,P,192,Y,Y,Y,Y,36,522,0,Y,N,0,N,N,909,0,0,N,0,
5733,25,F,C,40,N,50,18,0,P,132,Y,Y,Y,Y,60,999,0,Y,N,0,N,N,400,0,0,N,0,
5734,55,M,C,30,Y,31,8,0,P,348,Y,Y,Y,Y,36,999,0,Y,N,0,N,N,1000,0,1,N,0,
5735,15,M,S,21,Y,31,12,0,C,252,Y,Y,N,Y,12,999,0,Y,N,0,N,N,200,0,0,N,1,
5736,1,M,S,27,Y,31,1,0,P,48,Y,Y,Y,Y,12,521,0,Y,N,0,N,N,520,0,0,N,0,
5737,6,F,C,50,Y,5,12,0,P,12,Y,Y,Y,Y,120,100,0,Y,N,0,N,N,40,0,0,N,0,
5738,2,F,C,33,Y,31,28,0,A,24,Y,Y,Y,Y,12,501,0,Y,N,0,N,N,400,0,0,N,0,
5739,16,F,V,69,Y,31,18,0,P,540,Y,N,N,Y,0,999,0,Y,N,0,N,N,0,0,0,N,0,
5740,55,M,C,30,Y,31,18,0,P,24,Y,Y,N,Y,72,79,0,Y,N,0,N,N,930,0,1,N,0,
5741,24,M,S,29,N,50,12,0,P,120,Y,N,N,Y,84,999,0,Y,N,0,N,N,400,0,0,N,0,
5742,10,M,C,57,Y,31,8,0,P,240,Y,Y,N,Y,0,515,0,Y,N,0,N,N,2290,0,0,N,0,
5743,12,F,C,28,Y,31,18,0,P,72,Y,Y,N,Y,0,123,0,Y,N,0,N,N,380,0,0,N,1,
5744,14,F,S,24,Y,31,28,0,A,12,Y,Y,N,Y,24,999,0,Y,N,0,N,N,1500,0,0,N,0,
5745,12,F,S,41,N,50,20,0,P,72,Y,Y,Y,Y,36,26,0,Y,N,0,N,N,213,0,0,N,0,
5746,10,F,C,31,Y,31,18,0,P,240,Y,Y,Y,Y,0,305,0,Y,N,0,N,N,2000,0,1,N,0,
5747,55,F,S,22,Y,31,12,0,C,24,Y,Y,N,Y,48,950,0,Y,N,0,N,N,350,0,0,N,0,
5748,25,F,S,23,Y,31,12,0,P,216,Y,Y,N,Y,12,38,0,Y,N,0,N,N,700,0,0,N,1,
5749,24,F,S,19,Y,50,12,0,P,240,Y,Y,Y,Y,12,918,0,Y,N,0,N,N,180,0,0,N,1,
5750,22,F,D,29,N,50,20,0,P,192,Y,Y,Y,Y,24,26,0,Y,N,0,N,N,220,0,0,N,0,
5751,3,F,S,20,Y,31,8,0,P,120,Y,Y,Y,Y,12,24,0,Y,N,0,N,N,411,0,0,N,0,
5752,12,M,S,46,Y,31,8,0,P,216,Y,Y,N,Y,240,38,0,Y,N,0,N,N,2000,0,0,N,0,
5753,25,F,C,31,Y,31,12,0,P,372,Y,Y,Y,Y,0,526,0,Y,N,0,N,N,600,0,1,N,0,
5754,7,M,C,50,Y,5,12,0,P,60,Y,Y,Y,Y,12,717,0,N,N,0,N,N,1200,0,0,N,0,
5755,25,M,S,26,N,50,18,0,P,0,Y,Y,N,Y,12,999,0,Y,N,0,N,N,2500,0,0,N,0,
5756,55,F,S,31,Y,50,28,0,P,96,Y,Y,N,Y,24,950,0,Y,N,0,N,N,300,0,0,N,0,
5757,24,F,C,43,Y,31,12,0,P,360,Y,Y,Y,Y,240,35,0,Y,N,0,N,N,837,0,0,N,0,
5758,22,M,C,35,Y,31,3,0,P,300,Y,Y,Y,Y,12,46,500,Y,N,0,N,N,416,0,1,N,0,
5759,6,F,S,19,Y,23,8,0,C,96,Y,Y,Y,Y,12,24,0,Y,N,0,N,N,207,0,0,N,1,
5760,23,M,S,31,Y,31,28,0,P,12,Y,Y,N,Y,72,21,0,Y,N,0,N,N,3000,0,0,N,1,
5761,1,M,S,24,N,50,3,0,P,24,Y,Y,Y,Y,72,707,0,Y,N,0,N,N,290,0,0,N,0,
5762,25,F,C,45,Y,50,25,0,P,516,Y,N,Y,Y,0,26,0,Y,N,0,N,N,213,0,0,N,0,
5763,23,F,S,27,Y,50,25,0,A,12,Y,Y,N,Y,24,999,0,Y,N,0,N,N,220,0,0,N,1,
5764,18,F,S,29,Y,23,16,0,O,240,Y,Y,Y,Y,12,351,0,Y,N,0,N,N,275,0,0,N,0,
5765,22,F,O,26,N,50,12,0,O,12,Y,Y,N,Y,12,801,0,Y,N,0,N,N,300,0,1,N,0,
5766,12,F,V,80,Y,31,12,0,P,48,Y,Y,N,Y,0,703,0,Y,N,0,N,N,243,0,0,N,0,
5767,22,M,C,46,N,50,18,0,P,12,Y,Y,N,Y,48,13,0,Y,N,0,N,N,635,0,1,N,0,
5768,96,M,S,38,Y,31,12,0,P,336,Y,Y,N,Y,0,999,0,Y,N,0,N,N,0,0,0,N,1,
5769,25,F,C,34,Y,31,12,0,P,120,Y,Y,N,Y,120,65,800,Y,N,0,N,N,800,0,0,N,0,
5770,2,F,C,36,Y,31,12,0,P,12,Y,Y,N,Y,12,501,0,Y,N,0,N,N,400,0,0,N,0,
5771,9,M,S,32,Y,50,18,0,P,12,Y,Y,Y,Y,0,203,0,Y,N,0,N,N,294,0,0,N,1,
5772,22,F,S,22,Y,31,18,0,P,264,Y,Y,N,Y,0,999,0,Y,N,0,N,N,325,0,0,N,0,
5773,4,F,S,40,Y,31,12,0,P,24,Y,Y,N,Y,24,853,0,Y,N,0,N,N,288,0,0,N,0,
5774,1,M,C,31,N,50,18,0,P,48,Y,Y,N,Y,36,950,0,Y,N,0,N,N,349,0,0,N,0,
5775,20,M,S,26,Y,31,12,0,C,300,Y,Y,Y,Y,12,508,0,Y,N,0,N,N,500,0,0,N,0,
5776,21,F,S,22,Y,31,8,0,O,36,Y,Y,Y,Y,36,205,0,Y,N,0,N,N,350,0,0,N,0,
5777,9,M,C,33,Y,5,20,0,P,36,Y,Y,N,Y,36,305,0,Y,N,0,N,N,694,0,1,N,0,
5778,24,F,C,45,Y,50,12,0,P,240,Y,Y,N,Y,48,131,0,Y,N,0,N,N,400,0,0,N,0,
5779,25,F,D,35,Y,31,12,0,P,300,Y,Y,N,Y,96,918,0,Y,N,0,N,N,386,0,0,N,0,
5780,10,F,C,51,N,50,25,0,A,12,Y,N,Y,Y,0,72,0,Y,N,0,N,N,500,0,0,N,0,
5781,21,F,S,18,Y,31,12,0,C,72,Y,N,Y,Y,12,77,0,Y,N,0,N,N,350,0,0,N,0,
5782,22,M,O,46,Y,31,28,0,P,168,Y,Y,N,Y,84,508,0,Y,N,0,N,N,900,0,1,N,0,
5783,1,M,S,29,Y,31,25,0,A,0,Y,Y,Y,Y,12,999,0,Y,N,0,N,N,1500,0,0,N,1,
5784,23,F,S,39,Y,31,12,0,P,360,Y,Y,Y,Y,48,807,0,Y,N,0,N,N,274,0,0,N,0,
5785,25,F,S,22,Y,50,25,0,P,84,Y,Y,N,Y,0,702,0,Y,N,0,N,N,0,0,0,N,1,
5786,25,F,S,33,Y,50,18,0,P,396,Y,Y,Y,Y,0,12,0,Y,N,0,N,N,1600,0,0,N,0,
5787,9,F,C,41,Y,5,18,0,P,12,Y,Y,Y,Y,120,999,0,Y,N,0,N,N,1000,0,0,N,0,
5788,8,F,C,51,Y,31,8,0,A,72,Y,Y,Y,Y,96,853,0,Y,N,0,N,N,900,0,0,N,0,
5789,25,F,C,40,Y,31,8,0,P,120,Y,Y,Y,Y,120,999,0,Y,N,0,N,N,2300,0,0,N,0,
5790,16,F,S,18,Y,31,8,0,P,12,Y,Y,N,Y,0,703,0,Y,N,0,N,N,332,0,0,N,1,
5791,1,F,C,32,Y,50,11,0,P,12,Y,Y,Y,Y,12,853,0,Y,N,0,N,N,500,0,0,N,0,
5792,22,F,S,32,N,50,18,0,P,60,Y,Y,N,Y,120,131,0,Y,N,0,N,N,400,0,0,N,0,
5793,12,F,D,41,N,31,18,0,P,240,Y,Y,Y,Y,36,24,0,Y,N,0,N,N,384,0,0,N,0,
5794,25,M,S,19,Y,31,8,0,P,228,Y,Y,N,Y,72,118,0,N,N,0,N,N,201,0,0,N,0,
5795,24,F,S,44,Y,31,18,0,P,528,Y,Y,Y,Y,48,222,0,Y,N,0,N,N,1374,0,2,N,0,
5796,23,F,C,37,Y,31,28,0,P,108,Y,Y,N,Y,72,712,0,Y,N,0,N,N,600,0,0,N,0,
5797,13,M,S,19,Y,50,8,0,P,228,Y,Y,N,Y,12,514,0,Y,N,0,N,N,252,0,0,N,0,
5798,24,F,C,36,Y,31,18,0,P,60,Y,Y,Y,Y,24,999,0,Y,N,0,N,N,301,0,0,N,0,
5799,25,F,C,64,Y,50,18,0,P,84,Y,Y,N,Y,132,13,700,Y,N,0,N,N,3600,0,1,N,0,
5800,12,M,C,32,N,31,8,0,P,216,Y,Y,N,Y,72,717,0,Y,N,0,N,N,700,0,0,N,0,
5801,25,M,S,35,Y,31,18,0,P,72,Y,Y,Y,Y,48,999,0,Y,N,0,N,N,2500,0,0,N,0,
5802,19,F,C,37,N,50,20,0,P,180,Y,Y,Y,Y,12,712,0,Y,N,0,N,N,900,0,0,N,0,
5803,22,M,S,20,N,31,8,0,P,48,Y,Y,Y,Y,24,26,0,Y,N,0,N,N,226,0,0,N,0,
5804,19,F,C,36,Y,50,20,0,P,120,Y,Y,N,Y,0,999,0,Y,N,0,N,N,500,0,0,N,0,
5805,7,F,S,40,Y,5,18,0,P,36,Y,Y,Y,Y,36,717,0,Y,N,0,N,N,3000,0,0,N,0,
5806,22,F,C,31,Y,31,25,0,P,120,Y,Y,N,Y,60,218,0,Y,N,0,N,N,362,0,0,N,0,
5807,19,F,C,49,Y,31,28,0,P,288,Y,Y,Y,Y,24,205,0,Y,N,0,N,N,200,0,0,N,0,
5808,55,M,C,40,Y,50,8,0,P,240,Y,Y,Y,Y,144,113,0,Y,N,0,N,N,800,0,1,N,0,
