Palabra Original,Palabra Más Similar,Distancia de Levenshtein,proportion Palabra Original,proportion Palabra Más Similar
genealogy,geology,3,8.095199546668825e-05,0.0001380945805019976
ecology,geology,2,2.3809410431378898e-05,0.0001380945805019976
biology,geology,2,0.0001619039909333765,0.0001380945805019976
gynecology,geology,3,9.523764172551558e-06,0.0001380945805019976
theology,geology,2,7.619011338041247e-05,0.0001380945805019976
zoology,geology,2,1.9047528345103117e-05,0.0001380945805019976
sexology,geology,2,4.761882086275779e-06,0.0001380945805019976
ideology,geology,2,4.761882086275779e-06,0.0001380945805019976
geodesy,geology,3,4.761882086275779e-06,0.0001380945805019976
infants,infantry,2,5.238070294903357e-05,4.761882086275779e-06
interior decoration,interior decorators,3,0.00010952328798434293,9.523764172551558e-06
tokens,monkeys,3,9.523764172551558e-06,1.428564625882734e-05
monks,monkeys,2,4.761882086275779e-06,1.428564625882734e-05
donkeys,monkeys,1,9.523764172551558e-06,1.428564625882734e-05
money,monkeys,2,9.523764172551558e-06,1.428564625882734e-05
pottery,poetry,2,2.857129251765468e-05,0.006976157256394017
poultry,poetry,2,2.857129251765468e-05,0.006976157256394017
rocketry,poetry,3,4.761882086275779e-06,0.006976157256394017
rosary,poetry,3,4.761882086275779e-06,0.006976157256394017
pastry,poetry,2,4.761882086275779e-06,0.006976157256394017
catfishes,fishes,3,9.523764172551558e-06,7.14282312941367e-05
bishops,fishes,3,3.8095056690206234e-05,7.14282312941367e-05
fishers,fishes,1,2.3809410431378898e-05,7.14282312941367e-05
art and society,arts and society,1,2.857129251765468e-05,4.761882086275779e-06
cookery french,cooking french,3,2.3809410431378898e-05,4.285693877648202e-05
judges,badges,2,6.190446712158514e-05,4.761882086275779e-06
badgers,badges,1,9.523764172551558e-06,4.761882086275779e-06
barges,badges,1,9.523764172551558e-06,4.761882086275779e-06
sex,men,2,8.095199546668825e-05,7.619011338041247e-05
eden,men,2,4.761882086275779e-06,7.619011338041247e-05
menus,men,2,1.9047528345103117e-05,7.619011338041247e-05
stuttering,lettering,3,4.761882086275779e-06,1.9047528345103117e-05
mentoring,lettering,3,4.761882086275779e-06,1.9047528345103117e-05
alps,maps,2,1.9047528345103117e-05,0.00010952328798434293
mass,maps,1,1.428564625882734e-05,0.00010952328798434293
maxims,maps,3,1.428564625882734e-05,0.00010952328798434293
rape,maps,2,1.428564625882734e-05,0.00010952328798434293
mayas,maps,2,4.761882086275779e-06,0.00010952328798434293
literature,literatura,1,0.00014761834467454918,4.761882086275779e-06
sumie,sufis,2,4.761882086275779e-06,4.761882086275779e-06
puffins,sufis,3,4.761882086275779e-06,4.761882086275779e-06
sufism,sufis,1,3.8095056690206234e-05,4.761882086275779e-06
florida,flooring,3,0.0001428564625882734,4.761882086275779e-06
electricity,elasticity,3,3.3333174603930456e-05,9.523764172551558e-06
plasticity,elasticity,1,4.761882086275779e-06,9.523764172551558e-06
weather,leather,1,2.857129251765468e-05,4.761882086275779e-06
oleander,leather,3,4.761882086275779e-06,4.761882086275779e-06
cooking american,cooking mexican,2,0.00027142727891771946,9.523764172551558e-06
liberty,liberia,2,2.857129251765468e-05,4.761882086275779e-06
printing,painting,1,2.857129251765468e-05,7.14282312941367e-05
knitting,painting,3,9.523764172551559e-05,7.14282312941367e-05
parenting,painting,2,1.428564625882734e-05,7.14282312941367e-05
dairying,painting,3,4.761882086275779e-06,7.14282312941367e-05
agriculture,sericulture,2,0.0002999985714353741,4.761882086275779e-06
bee culture,sericulture,3,3.8095056690206234e-05,4.761882086275779e-06
permaculture,sericulture,3,4.761882086275779e-06,4.761882086275779e-06
arts modern,art modern,1,1.428564625882734e-05,6.666634920786091e-05
atlantis,atlases,3,5.238070294903357e-05,0.00011904705215689449
teachers,beaches,2,2.3809410431378898e-05,2.3809410431378898e-05
backhoes,beaches,3,4.761882086275779e-06,2.3809410431378898e-05
english literature,polish literature,3,0.00031428421769420144,9.523764172551558e-06
aquariums,vivariums,3,1.9047528345103117e-05,4.761882086275779e-06
amharic language,arabic language,3,4.761882086275779e-06,4.7618820862757796e-05
aramaic language,arabic language,2,1.428564625882734e-05,4.7618820862757796e-05
christmas stories,christmas trees,3,0.0002523797505726163,4.761882086275779e-06
evolution,elocution,2,0.00011904705215689449,2.3809410431378898e-05
russia,music,3,0.00015238022676082494,0.009899952857367346
justice,music,3,4.761882086275779e-06,0.009899952857367346
cigar industry,cider industry,2,9.523764172551558e-06,4.761882086275779e-06
nursing,surfing,2,4.7618820862757796e-05,1.9047528345103117e-05
alcoholics,alcoholic,1,9.047575963923981e-05,4.761882086275779e-06
alcohol,alcoholic,2,1.428564625882734e-05,4.761882086275779e-06
aromatherapy,art therapy,3,3.8095056690206234e-05,9.523764172551558e-06
diet therapy,art therapy,3,3.8095056690206234e-05,9.523764172551558e-06
indiana,indians,1,5.238070294903357e-05,3.8095056690206234e-05
anthropology,anthropologie,2,7.619011338041247e-05,4.761882086275779e-06
anthropologists,anthropologie,3,1.428564625882734e-05,4.761882086275779e-06
cuba,cube,1,7.14282312941367e-05,4.761882086275779e-06
reformers,farmers,3,9.523764172551558e-06,9.523764172551558e-06
fathers,farmers,2,4.761882086275779e-06,9.523764172551558e-06
farms,farmers,2,9.523764172551558e-06,9.523764172551558e-06
parachutes,parachuting,3,4.761882086275779e-06,9.523764172551558e-06
board books,board book,1,0.00015238022676082494,4.761882086275779e-06
conversion,conversation,2,4.285693877648202e-05,2.3809410431378898e-05
criminals,cardinals,3,9.523764172551559e-05,1.9047528345103117e-05
pigeons,pistols,3,1.9047528345103117e-05,1.428564625882734e-05
german language,german lanaguge,2,0.00015238022676082494,4.761882086275779e-06
billiards,billboards,2,2.3809410431378898e-05,4.761882086275779e-06
pirates,primates,2,3.8095056690206234e-05,4.761882086275779e-06
frigates,primates,2,4.761882086275779e-06,4.761882086275779e-06
cooking creole,cooking cereals,3,4.761882086275779e-06,4.761882086275779e-06
rationalism,nationalism,1,1.9047528345103117e-05,9.523764172551558e-06
automobile trailers,automobile drivers,3,9.523764172551558e-06,1.428564625882734e-05
cooking wild foods,cooking dried foods,3,1.9047528345103117e-05,9.523764172551558e-06
american drama,american dream,2,0.00019999904762358275,4.761882086275779e-06
apocryphal books old testament,apocryphal books new testament,3,4.761882086275779e-06,4.761882086275779e-06
islam,law,3,0.0001857134013647554,0.004204741882181513
mac,law,2,4.761882086275779e-06,0.004204741882181513
labor,law,3,1.9047528345103117e-05,0.004204741882181513
war,law,2,1.428564625882734e-05,0.004204741882181513
alamo,law,3,4.761882086275779e-06,0.004204741882181513
guam,law,3,4.761882086275779e-06,0.004204741882181513
lawns,law,2,4.761882086275779e-06,0.004204741882181513
l r,law,2,4.761882086275779e-06,0.004204741882181513
oak,law,2,4.761882086275779e-06,0.004204741882181513
love stories,golf stories,3,0.00011428517007061872,4.761882086275779e-06
rock groups,focus groups,3,4.7618820862757796e-05,4.761882086275779e-06
brazil,brain,2,5.238070294903357e-05,4.285693877648202e-05
benin,brain,2,4.761882086275779e-06,4.285693877648202e-05
britain,brain,2,4.761882086275779e-06,4.285693877648202e-05
bahrain,brain,2,9.523764172551558e-06,4.285693877648202e-05
money in literature,irony in literature,3,4.761882086275779e-06,4.761882086275779e-06
romanicists,romanticism,3,4.761882086275779e-06,9.523764172551558e-06
operas,opera,1,6.190446712158514e-05,3.3333174603930456e-05
opium,opera,3,4.761882086275779e-06,3.3333174603930456e-05
adventists,dentists,2,1.428564625882734e-05,1.428564625882734e-05
dentistry,dentists,2,1.428564625882734e-05,1.428564625882734e-05
identity,dentists,3,4.761882086275779e-06,1.428564625882734e-05
landlord and tenant,landlond and tenant,1,2.3809410431378898e-05,4.761882086275779e-06
accordion,abortion,3,9.523764172551558e-06,8.095199546668825e-05
adoption,abortion,2,6.666634920786091e-05,8.095199546668825e-05
extortion,abortion,3,1.9047528345103117e-05,8.095199546668825e-05
unix computer file,linux computer file,3,1.428564625882734e-05,4.761882086275779e-06
australia,austria,2,0.0002761891610039952,8.095199546668825e-05
assyria,austria,2,1.428564625882734e-05,8.095199546668825e-05
natural theology,pastoral theology,3,1.428564625882734e-05,3.3333174603930456e-05
barbados,ballads,3,9.523764172551558e-06,9.523764172551558e-06
salads,ballads,2,4.761882086275779e-06,9.523764172551558e-06
ballades,ballads,1,4.761882086275779e-06,9.523764172551558e-06
african american women,african american men,2,9.047575963923981e-05,3.3333174603930456e-05
social sciences,social science,1,7.14282312941367e-05,0.01795229546525969
elocution,evolution,2,2.3809410431378898e-05,0.00011904705215689449
revolutions,evolution,2,1.9047528345103117e-05,0.00011904705215689449
absolution,evolution,3,4.761882086275779e-06,0.00011904705215689449
pollution,evolution,3,4.761882086275779e-06,0.00011904705215689449
africa central,asia central,3,2.3809410431378898e-05,4.7618820862757796e-05
sailing,selling,2,4.285693877648202e-05,8.095199546668825e-05
serging,selling,2,4.761882086275779e-06,8.095199546668825e-05
sewing,selling,2,4.761882086275779e-06,8.095199546668825e-05
students,rodents,3,9.523764172551558e-06,4.761882086275779e-06
brothers,mothers,2,9.999952381179138e-05,2.857129251765468e-05
metal work,metal toys,3,9.523764172551558e-06,4.761882086275779e-06
camping,caving,2,9.523764172551559e-05,4.761882086275779e-06
caring,caving,1,4.761882086275779e-06,4.761882086275779e-06
character,charters,3,4.285693877648202e-05,4.761882086275779e-06
insurance,insurgency,3,1.428564625882734e-05,4.761882086275779e-06
essays,essay,1,2.3809410431378898e-05,4.761882086275779e-06
marketing,gardening,3,9.999952381179138e-05,0.002490464331122233
gardens,gardening,3,5.238070294903357e-05,0.002490464331122233
bartending,gardening,3,4.761882086275779e-06,0.002490464331122233
narrow gauge railroads,narrow gage railroads,1,1.428564625882734e-05,4.761882086275779e-06
narrow gagerailroads,narrow gage railroads,1,4.761882086275779e-06,4.761882086275779e-06
short stories irish,short stories yiddish,3,4.761882086275779e-06,4.761882086275779e-06
reptiles,exiles,3,1.9047528345103117e-05,9.523764172551558e-06
epilepsy,exiles,3,9.523764172551558e-06,9.523764172551558e-06
admirals,animals,3,8.095199546668825e-05,0.0010047571202041895
mammals,animals,3,2.3809410431378898e-05,0.0010047571202041895
animators,animals,3,4.761882086275779e-06,0.0010047571202041895
speculation,population,3,2.3809410431378898e-05,9.523764172551558e-06
seasons,sermons,2,1.428564625882734e-05,1.428564625882734e-05
mormons,sermons,2,7.619011338041247e-05,1.428564625882734e-05
vermont,sermons,2,9.523764172551558e-06,1.428564625882734e-05
fermions,sermons,2,4.761882086275779e-06,1.428564625882734e-05
surgeons,sermons,3,4.761882086275779e-06,1.428564625882734e-05
anarchism,anarchists,2,3.3333174603930456e-05,9.523764172551558e-06
japanese,japan,3,2.857129251765468e-05,0.00026666539683144365
papacy,japan,3,3.3333174603930456e-05,0.00026666539683144365
taiwan,japan,3,4.761882086275779e-06,0.00026666539683144365
salvation,taxation,3,3.3333174603930456e-05,4.761882086275779e-06
tatting,acting,2,1.428564625882734e-05,8.095199546668825e-05
activex,acting,3,9.523764172551558e-06,8.095199546668825e-05
voting,acting,2,4.761882086275779e-06,8.095199546668825e-05
alphabets,alphabet,1,2.3809410431378898e-05,0.00010476140589806715
authors australian,authors austrian,2,4.761882086275779e-06,4.761882086275779e-06
authors russian,authors austrian,3,1.9047528345103117e-05,4.761882086275779e-06
inventors,inventions,2,2.3809410431378898e-05,4.285693877648202e-05
art french,arts french,1,1.9047528345103117e-05,4.761882086275779e-06
cooking japanese,coins japanese,3,1.9047528345103117e-05,4.761882086275779e-06
burglary,burglars,1,1.428564625882734e-05,9.523764172551558e-06
mice,rice,1,4.7618820862757796e-05,4.761882086275779e-06
urine,rice,2,4.761882086275779e-06,4.761882086275779e-06
cricket,rice,3,4.761882086275779e-06,4.761882086275779e-06
pavements,patents,3,4.761882086275779e-06,2.857129251765468e-05
apartments,patents,3,4.761882086275779e-06,2.857129251765468e-05
rodents,patents,3,4.761882086275779e-06,2.857129251765468e-05
parents,patents,1,9.523764172551558e-06,2.857129251765468e-05
pageants,patents,2,4.761882086275779e-06,2.857129251765468e-05
heart,heat,1,3.3333174603930456e-05,1.9047528345103117e-05
meat,heat,1,9.523764172551558e-06,1.9047528345103117e-05
museums,muslims,2,1.428564625882734e-05,9.523764172551558e-06
electronic book,electronic books,1,0.00010476140589806715,0.0004476169161099233
african american,african americans,1,4.761882086275779e-06,0.0008476150113570888
mexican americans,african americans,3,4.7618820862757796e-05,0.0008476150113570888
asian americans,african americans,3,1.428564625882734e-05,0.0008476150113570888
mysticism,mystics,2,0.00011428517007061872,9.523764172551558e-06
mosaics,mystics,2,4.761882086275779e-06,9.523764172551558e-06
computer crimes,computer games,3,1.9047528345103117e-05,4.7618820862757796e-05
medical students,american students,3,9.523764172551558e-06,4.761882086275779e-06
readers primary,reading primary,3,5.238070294903357e-05,4.761882086275779e-06
dance,france,2,7.619011338041247e-05,0.0005142832653177842
french,france,2,1.428564625882734e-05,0.0005142832653177842
finance,france,2,2.857129251765468e-05,0.0005142832653177842
ordnance,france,3,9.523764172551558e-06,0.0005142832653177842
apostles,posters,3,2.857129251765468e-05,4.761882086275779e-06
monsters,posters,2,1.9047528345103117e-05,4.761882086275779e-06
sisters,posters,2,1.9047528345103117e-05,4.761882086275779e-06
postcards,posters,3,4.761882086275779e-06,4.761882086275779e-06
neckties,necklaces,3,4.761882086275779e-06,4.761882086275779e-06
children s stories danish,children s stories finnish,3,9.523764172551558e-06,4.761882086275779e-06
web publishing,self publishing,3,4.761882086275779e-06,1.428564625882734e-05
change,chance,1,1.428564625882734e-05,4.761882086275779e-06
diseases,disasters,3,2.857129251765468e-05,2.857129251765468e-05
dissenters,disasters,3,4.761882086275779e-06,2.857129251765468e-05
ballads,ballades,1,9.523764172551558e-06,4.761882086275779e-06
bangladesh,ballades,3,1.428564625882734e-05,4.761882086275779e-06
villages,ballades,3,4.761882086275779e-06,4.761882086275779e-06
bird watching,bird watchers,3,4.285693877648202e-05,4.761882086275779e-06
erotic art,erotica,3,2.857129251765468e-05,9.523764172551558e-06
delaware,delftware,2,1.428564625882734e-05,9.523764172551558e-06
men,women,2,7.619011338041247e-05,0.00022380845805496165
oman,women,2,4.761882086275779e-06,0.00022380845805496165
castles,caste,2,4.285693877648202e-05,4.761882086275779e-06
easter,caste,2,1.9047528345103117e-05,4.761882086275779e-06
food,foot,1,8.095199546668825e-05,9.523764172551558e-06
haggadah,haggadot,2,3.3333174603930456e-05,1.9047528345103117e-05
explorers,employees,3,5.238070294903357e-05,3.3333174603930456e-05
employment,employees,3,4.761882086275779e-06,3.3333174603930456e-05
brain,spain,2,4.285693877648202e-05,0.00013333269841572183
spains,spain,1,4.761882086275779e-06,0.00013333269841572183
spring,spain,2,9.523764172551558e-06,0.00013333269841572183
pain,spain,1,1.428564625882734e-05,0.00013333269841572183
despair,spain,3,4.761882086275779e-06,0.00013333269841572183
pioneers,prisoners,3,9.523764172551558e-06,1.428564625882734e-05
prisons,prisoners,2,9.523764172551558e-06,1.428564625882734e-05
fantastic fiction,fantasy fiction,3,2.3809410431378898e-05,0.00026666539683144365
inquisition,intuition,3,1.9047528345103117e-05,9.523764172551558e-06
nutrition,intuition,3,3.3333174603930456e-05,9.523764172551558e-06
women painters,women pioneers,3,4.761882086275779e-06,9.523764172551558e-06
women prisoners,women pioneers,3,4.761882086275779e-06,9.523764172551558e-06
art modern,arts modern,1,6.666634920786091e-05,1.428564625882734e-05
historic sites,historic ships,3,2.857129251765468e-05,4.761882086275779e-06
lettering,stuttering,3,1.9047528345103117e-05,4.761882086275779e-06
bibliography,bibliographie,2,0.00010952328798434293,4.761882086275779e-06
bull riders,bull riding,3,4.761882086275779e-06,4.761882086275779e-06
police,colic,2,7.14282312941367e-05,4.761882086275779e-06
building,buildings,1,6.666634920786091e-05,4.285693877648202e-05
orphanages,orphans,3,4.761882086275779e-06,1.428564625882734e-05
dolphins,orphans,3,2.3809410431378898e-05,1.428564625882734e-05
orchids,orphans,3,4.761882086275779e-06,1.428564625882734e-05
ballet,ballets,1,2.857129251765468e-05,4.761882086275779e-06
bracelets,ballets,3,4.761882086275779e-06,4.761882086275779e-06
ballista,ballets,3,9.523764172551558e-06,4.761882086275779e-06
bayonets,ballets,3,9.523764172551558e-06,4.761882086275779e-06
alloys,ballets,3,4.761882086275779e-06,4.761882086275779e-06
bullets,ballets,1,4.761882086275779e-06,4.761882086275779e-06
baskets,ballets,2,4.761882086275779e-06,4.761882086275779e-06
paper,prayer,2,4.761882086275779e-06,0.00017142775510592807
prayers,prayer,1,3.3333174603930456e-05,0.00017142775510592807
kidneys,kindness,2,1.428564625882734e-05,4.761882086275779e-06
blindness,kindness,2,4.761882086275779e-06,4.761882086275779e-06
cooking irish,cooking fish,2,9.523764172551558e-06,9.523764172551558e-06
cookery fish,cooking fish,3,1.428564625882734e-05,9.523764172551558e-06
cooking wine,cooking fish,3,2.857129251765468e-05,9.523764172551558e-06
hypnotism,hypnosis,2,6.666634920786091e-05,4.761882086275779e-06
prostitution,prostitutes,3,9.523764172551558e-06,4.761882086275779e-06
tahiti,haiti,2,1.428564625882734e-05,3.3333174603930456e-05
hadith,haiti,2,2.3809410431378898e-05,3.3333174603930456e-05
hawaii,haiti,3,0.00010476140589806715,3.3333174603930456e-05
haiku,haiti,2,1.9047528345103117e-05,3.3333174603930456e-05
bhakti,haiti,2,4.761882086275779e-06,3.3333174603930456e-05
computer games,computer crimes,3,4.7618820862757796e-05,1.9047528345103117e-05
computer files,computer crimes,3,4.761882086275779e-06,1.9047528345103117e-05
flags,clans,2,5.238070294903357e-05,2.3809410431378898e-05
singers,fingers,1,4.7618820862757796e-05,4.761882086275779e-06
north dakota,south dakota,2,4.761882086275779e-06,9.523764172551558e-06
perl computer program language,rexx computer program language,3,9.523764172551558e-06,4.761882086275779e-06
abortion,adoption,2,8.095199546668825e-05,6.666634920786091e-05
addition,adoption,2,4.761882086275779e-06,6.666634920786091e-05
preaching,teaching,2,2.3809410431378898e-05,1.9047528345103117e-05
etching,teaching,2,9.523764172551558e-06,1.9047528345103117e-05
running,hunting,2,1.428564625882734e-05,7.14282312941367e-05
hugging,hunting,2,4.761882086275779e-06,7.14282312941367e-05
mustang,hunting,3,4.761882086275779e-06,7.14282312941367e-05
infantry,infants,2,4.761882086275779e-06,5.238070294903357e-05
insects,infants,3,6.666634920786091e-05,5.238070294903357e-05
infinite,infants,3,4.761882086275779e-06,5.238070294903357e-05
minoans,infants,3,9.523764172551558e-06,5.238070294903357e-05
aikido,hapkido,2,2.3809410431378898e-05,4.761882086275779e-06
automobile racing,automobiles racing,1,0.0001428564625882734,1.9047528345103117e-05
mafia,asia,2,2.857129251765468e-05,0.00012380893424317028
asthma,asia,3,1.9047528345103117e-05,0.00012380893424317028
apidae,asia,3,4.761882086275779e-06,0.00012380893424317028
latvia,asia,3,9.523764172551558e-06,0.00012380893424317028
basil,asia,2,4.761882086275779e-06,0.00012380893424317028
artisans,artists,2,1.428564625882734e-05,0.0002857129251765468
internet,interest,2,6.190446712158514e-05,4.761882086275779e-06
paris,parks,1,4.761882086275779e-06,4.761882086275779e-06
html document markup language,dhtml document markup language,1,9.523764172551558e-06,4.761882086275779e-06
rice,mice,1,4.761882086275779e-06,4.7618820862757796e-05
maine,mice,2,4.285693877648202e-05,4.7618820862757796e-05
life,mice,2,3.3333174603930456e-05,4.7618820862757796e-05
mime,mice,1,4.761882086275779e-06,4.7618820862757796e-05
size,mice,2,4.761882086275779e-06,4.7618820862757796e-05
diplomats,diplomacy,2,2.857129251765468e-05,4.761882086275779e-06
poets english,sonnets english,3,4.285693877648202e-05,4.761882086275779e-06
czech fiction,french fiction,3,9.523764172551558e-06,7.14282312941367e-05
materials,materialism,2,1.428564625882734e-05,9.523764172551558e-06
imperialism,materialism,3,2.3809410431378898e-05,9.523764172551558e-06
indonesia,micronesia,3,4.285693877648202e-05,4.761882086275779e-06
christian sects,christian saints,3,2.857129251765468e-05,0.00010952328798434293
christian shrines,christian saints,3,4.761882086275779e-06,0.00010952328798434293
fiji,foi,2,4.761882086275779e-06,4.761882086275779e-06
koi,foi,1,9.523764172551558e-06,4.761882086275779e-06
bedtime,belize,3,4.285693877648202e-05,2.3809410431378898e-05
belgium,belize,3,3.3333174603930456e-05,2.3809410431378898e-05
circus,citrus,2,5.714258503530936e-05,9.523764172551558e-06
cyprus,citrus,2,9.523764172551558e-06,9.523764172551558e-06
postal service,social service,3,2.3809410431378898e-05,2.3809410431378898e-05
physics,geophysics,3,0.0001428564625882734,4.761882086275779e-06
metaphysics,geophysics,3,3.3333174603930456e-05,4.761882086275779e-06
biophysics,geophysics,2,4.761882086275779e-06,4.761882086275779e-06
fuchsia,russia,3,4.761882086275779e-06,0.00015238022676082494
messiah,russia,3,4.761882086275779e-06,0.00015238022676082494
gossip,russia,3,4.761882086275779e-06,0.00015238022676082494
linux,hindus,3,2.3809410431378898e-05,2.857129251765468e-05
hinduism,hindus,2,7.619011338041247e-05,2.857129251765468e-05
honduras,hindus,3,9.523764172551558e-06,2.857129251765468e-05
daggers,badgers,2,1.9047528345103117e-05,9.523764172551558e-06
badges,badgers,1,4.761882086275779e-06,9.523764172551558e-06
bladder,badgers,3,4.761882086275779e-06,9.523764172551558e-06
microcomputers,minicomputers,3,3.8095056690206234e-05,4.761882086275779e-06
beats persons,boaters persons,3,4.761882086275779e-06,4.761882086275779e-06
electronics,electrons,2,4.285693877648202e-05,4.761882086275779e-06
elections,electrons,1,9.523764172551558e-06,4.761882086275779e-06
counting,accounting,2,6.666634920786091e-05,0.00010952328798434293
accountants,accounting,3,1.428564625882734e-05,0.00010952328798434293
casinos,castles,3,1.9047528345103117e-05,4.285693877648202e-05
cattle,castles,2,3.8095056690206234e-05,4.285693877648202e-05
couples,castles,3,9.523764172551558e-06,4.285693877648202e-05
turtles,castles,3,9.523764172551558e-06,4.285693877648202e-05
candles,castles,2,4.761882086275779e-06,4.285693877648202e-05
clock and watch makers,clock and watch making,3,1.9047528345103117e-05,1.428564625882734e-05
eskimos,skiffs,3,4.7618820862757796e-05,4.761882086275779e-06
worry,work,2,4.761882086275779e-06,9.523764172551558e-06
grandmothers,grandfathers,2,4.285693877648202e-05,9.523764172551558e-06
church,charms,3,2.857129251765468e-05,3.3333174603930456e-05
chakras,charms,2,1.9047528345103117e-05,3.3333174603930456e-05
chairs,charms,2,4.761882086275779e-06,3.3333174603930456e-05
sharks,charms,2,9.523764172551558e-06,3.3333174603930456e-05
charts,charms,1,4.761882086275779e-06,3.3333174603930456e-05
criminal psychology,clinical psychology,3,9.523764172551558e-06,9.523764172551558e-06
cloning,clowning,1,9.523764172551558e-06,4.761882086275779e-06
african american men,african american women,2,3.3333174603930456e-05,9.047575963923981e-05
mexican american women,african american women,3,1.428564625882734e-05,9.047575963923981e-05
ireland,iceland,1,0.00019523716553730697,9.523764172551558e-06
c computer program language,awk computer program language,3,8.095199546668825e-05,4.761882086275779e-06
java computer program language,awk computer program language,3,8.571387755296404e-05,4.761882086275779e-06
arabic language,aramaic language,2,4.7618820862757796e-05,1.428564625882734e-05
amnesia,amnesiacs,2,1.428564625882734e-05,4.761882086275779e-06
soccer,success,3,3.3333174603930456e-05,0.00014761834467454918
goliards,billiards,3,4.761882086275779e-06,2.3809410431378898e-05
billboards,billiards,2,4.761882086275779e-06,2.3809410431378898e-05
colloids,colors,3,9.523764172551558e-06,2.857129251765468e-05
colorado,colors,3,8.095199546668825e-05,2.857129251765468e-05
color,colors,1,5.238070294903357e-05,2.857129251765468e-05
clasps,coasts,2,4.761882086275779e-06,1.9047528345103117e-05
toasts,coasts,1,4.761882086275779e-06,1.9047528345103117e-05
finnish language,spanish language,3,4.761882086275779e-06,0.0002761891610039952
swedish language,spanish language,3,4.761882086275779e-06,0.0002761891610039952
danish language,spanish language,2,4.761882086275779e-06,0.0002761891610039952
bonsai,bonds,3,1.9047528345103117e-05,1.9047528345103117e-05
bones,bonds,1,4.761882086275779e-06,1.9047528345103117e-05
bancos,bonds,3,4.761882086275779e-06,1.9047528345103117e-05
songs,bonds,2,1.428564625882734e-05,1.9047528345103117e-05
london,bonds,3,1.428564625882734e-05,1.9047528345103117e-05
winds,bonds,2,4.761882086275779e-06,1.9047528345103117e-05
roads,bonds,2,1.9047528345103117e-05,1.9047528345103117e-05
adultery,poultry,3,0.00010952328798434293,2.857129251765468e-05
alcoholism,alcoholics,2,4.285693877648202e-05,9.047575963923981e-05
alcoholic,alcoholics,1,4.761882086275779e-06,9.047575963923981e-05
horticulture,agriculture,3,1.428564625882734e-05,0.0002999985714353741
viticulture,agriculture,3,9.523764172551558e-06,0.0002999985714353741
floriculture,agriculture,3,3.3333174603930456e-05,0.0002999985714353741
sericulture,agriculture,2,4.761882086275779e-06,0.0002999985714353741
avicultura,agriculture,3,4.761882086275779e-06,0.0002999985714353741
drainage,drawing,3,4.761882086275779e-06,7.619011338041247e-05
drawings,drawing,1,4.761882086275779e-06,7.619011338041247e-05
drowning,drawing,2,4.761882086275779e-06,7.619011338041247e-05
theology in literature,mythology in literature,3,4.761882086275779e-06,4.761882086275779e-06
logarithms,algorithms,3,9.523764172551558e-06,4.761882086275779e-06
rock music,folk music,2,7.619011338041247e-05,2.857129251765468e-05
world music,folk music,3,4.761882086275779e-06,2.857129251765468e-05
thailand,taiwan,3,4.285693877648202e-05,4.761882086275779e-06
amsterdam netherlands,rotterdam netherlands,3,2.3809410431378898e-05,4.761882086275779e-06
photograph albums,autograph albums,3,1.428564625882734e-05,4.761882086275779e-06
geografia,biografia,2,4.761882086275779e-06,4.761882086275779e-06
biografias,biografia,1,4.761882086275779e-06,4.761882086275779e-06
musicians,musicals,2,4.285693877648202e-05,7.619011338041247e-05
delftware,delaware,2,9.523764172551558e-06,1.428564625882734e-05
coasts,toasts,1,1.9047528345103117e-05,4.761882086275779e-06
folk music,rock music,2,2.857129251765468e-05,7.619011338041247e-05
commercial law,commercial art,3,2.3809410431378898e-05,3.8095056690206234e-05
fishing nets,fishing rods,3,4.761882086275779e-06,4.761882086275779e-06
christian fiction,christian ficiton,2,0.00015238022676082494,4.761882086275779e-06
change psychology,choice psychology,3,3.8095056690206234e-05,9.523764172551558e-06
child psychology,choice psychology,3,3.8095056690206234e-05,9.523764172551558e-06
caribou,casinos,3,4.761882086275779e-06,1.9047528345103117e-05
guilt,quilts,2,1.9047528345103117e-05,1.428564625882734e-05
quails,quilts,2,1.428564625882734e-05,1.428564625882734e-05
clergy,allergy,2,6.190446712158514e-05,9.523764172551558e-06
allegory,allergy,3,1.9047528345103117e-05,9.523764172551558e-06
auctions,functions,2,4.761882086275779e-06,1.428564625882734e-05
bowling,fowling,1,1.9047528345103117e-05,4.761882086275779e-06
bali island indonesia,alor island indonesia,3,9.523764172551558e-06,4.761882086275779e-06
cooking meat,cooking tea,2,1.428564625882734e-05,9.523764172551558e-06
cooking thai,cooking tea,2,4.761882086275779e-06,9.523764172551558e-06
computer art,computer sex,3,9.523764172551558e-06,4.761882086275779e-06
christanity,christianity,1,4.761882086275779e-06,0.00035714115647068347
faience,science,2,4.761882086275779e-06,0.012261846372160132
irish fiction,jewish fiction,3,4.761882086275779e-06,2.3809410431378898e-05
meugorje bosnia and hercegovina,medugorje bosnia and hercegovina,1,1.428564625882734e-05,4.761882086275779e-06
radio broadcasting,radio broadcasters,3,1.9047528345103117e-05,9.523764172551558e-06
landscape,landscapes,1,9.523764172551558e-06,4.761882086275779e-06
bridges,bridles,1,3.3333174603930456e-05,4.761882086275779e-06
peace,face,2,2.857129251765468e-05,1.428564625882734e-05
fame,face,1,4.761882086275779e-06,1.428564625882734e-05
canon law,common law,3,1.428564625882734e-05,1.428564625882734e-05
common bean,common law,3,4.761882086275779e-06,1.428564625882734e-05
baseball players,basketball players,2,5.714258503530936e-05,1.9047528345103117e-05
