artist_id,latitude,longitude,artist,location
ARHSSCE1187FB46EAB,46.44231,-93.36586,JoAnna James,Minnesota
ARYD8SQ1187FB3DC4A,32.83968,-83.62758000000001,Randy Crawford,"Macon, GA"
ARJRB241187FB556A3,31.1689,-100.07715,Calvin Harris,Texas
AR68V7Z1187B9A2FCA,51.16418,10.45415,Polkaholix,GERMANY
AR20BO61187B9B880E,36.832640000000005,-76.29771,Patton Oswalt,"Portsmouth, VA"
ARQWDRL1187B998CD2,51.96301,7.61781,Tanita Tikaram,"Munster, West Germany"
ARBYG121187FB4602B,40.85715,-73.85678,The Regents,"New York, NY [The Bronx]"
ARMNUFI1187B9ADAC1,40.65507,-73.94888,Department of Eagles,"Brooklyn, NY"
ARAN7WN1187B98E343,39.55792,-7.844810000000001,Energe Featuring - Pristine,PT
AR5KMTW1187B9A7E20,39.95227,-75.16237,People'S Choice,"Philadelphia, PA"
ARIXZ0N1187FB43077,51.23708,-0.5705100000000001,Michael Rutherford,"Guildford, England"
ARC95861187B9B8FB6,40.71455,-74.00712,Whispering Jack Smith,"New York, NY"
AR3GNXL1187B99EB74,47.04954,8.30437,Patrick Nuo,"Lucerne, Switzerland"
ARMVMAG1187B991240,40.83563,-115.76763000000001,Waddie Mitchell,"Elko, NV"
ARI4ALY1187B9AC756,40.71455,-74.00712,The Mooney Suzuki,"New York, NY"
AR91DZT1187FB4C599,52.478590000000004,-1.9086,Frost feat. Romero,"Birmingham, England"
ARWGJLF1187B9A7506,36.99353,-85.91403000000001,Billy Vaughn Orchestra,"Glasgow, KY"
ARACLIF1187B99AC9A,40.71455,-74.00712,Rob Symeonn Featuring Willow Wilson,NY - New York City
ARZIEZC1187FB5621E,48.370329999999996,10.89789,Les Gammas,"Augsburg, Germany"
AR2RKG51187FB39E7D,40.8079,-73.9454,Pugh Rogefeldt,"Harlem, New York City, NY"
AR85E3Q1187B997BCA,30.420840000000002,-87.21724,Benny Spellman,"Pensacola, FL"
ARULDV91187B9AA8CC,30.33138,-81.6558,Lisa McClendon,"Jacksonville, Fla."
AR8B61N1187B98B388,42.317820000000005,-83.03390999999999,The Hoax,"Windsor, ON"
ARBOQ6T1187B9956BC,39.928909999999995,-75.29647,Azusa Plane,"Clifton Heights, PA"
ARWQDAL1187B98E779,-8.65666,115.22152,Joyride,Denpasar - Bali
AR52E8R1187B9953AA,19.3199,-99.15213,Salon Victoria,México D.F.
AR8ANXA1187B98BFC3,57.701330000000006,11.96689,Hellsongs,"Gothenburg, Sweden"
AR1MPEI1187B9ABB20,56.07043,-3.44291,Nazareth,"Dunfermline, Scotland"
ARJCSMB11F4C845892,40.190329999999996,-82.66946999999999,EMBASSY,Ohio
ARWFE6L1187FB3A732,40.71455,-74.00712,Marcy Playground,"New York, NY"
AR4W0JA1187B9A866A,34.77507,-96.67869,B.Bumble And The Stingers,"Ada, OK"
AR4O28B1187FB5B6A4,35.830729999999996,-85.97874,Joe Sample,"Springhill, LA"
AR68M8R1187B9A86A8,34.053490000000004,-118.24531999999999,The Watts Prophets,"Los Angeles, CA"
ARVE9YD1187FB4EB20,40.71455,-74.00712,Dave's True Story,"New York City, NY"
ARF2WT71187FB4EDD6,53.56887,-1.79345,Napoleon IIIrd,Holmfirth
ARLDW6Z1187FB3F2A0,19.4319,-99.13285,Abraham Laboriel,"Mexico City, Mexico"
ARQQ2KJ1187FB448FA,51.16418,10.45415,Juli,Germany
ARUOTD91187B99BF1B,44.63548,-123.10776000000001,Falling Up,"Albany, OR"
ARW0HFW1187FB59B31,51.50632,-0.12714,Cornelius Cardew,"London, England"
AR0FQTM1187FB447F2,38.8991,-77.029,E.U.  AND  SWEET  CHERIE,"Washington, D.C."
AR0NDTG1187FB391CA,35.9125,14.5018,Moose,"Sliema, Malta"
ARNZIZI1187FB4F51F,34.053490000000004,-118.24531999999999,No Age,Los Angeles
AR3GWVU1187FB3A9A2,53.383109999999995,-1.46454,The Comsat Angels,"Sheffield, England"
ARDHWLG1187FB4A44C,34.053490000000004,-118.24531999999999,Global Youth,"LOS ANGELES, California"
AR5Q8K21187B9B4E37,50.265679999999996,-119.2738,Daniel Powter,"Vernon, British Columbia, Canada"
ARMKXH91187B99FCC0,37.80506,-122.27301999999999,Heavenly States,Oakland CA
ARFQOGB1187FB36588,35.14968,-90.04892,Johnny Burnette,"Memphis, TN"
AREGUNF11E90579319,34.72912,-86.58496,Random Rabbit,Huntsville Alabama USA
AR97EHA1187B98AD5F,30.33138,-81.6558,Blind Blake,"Jacksonville, FL"
ARMYPSO11F50C49252,40.71455,-74.007118,Dictators,NY - New York City
ARR9WBL1187B9B81D7,34.053490000000004,-118.24531999999999,El Chicano,"Los Angeles, CA"
ARGCFSQ122988F7D0B,40.190329999999996,-82.66946999999999,Buckeye Politicians,Ohio
ARFZUMC1187B99EE8E,42.328070000000004,-83.7336,Jad Fair,"Ann Arbor, MI"
ARY37A41187FB3D70B,51.50632,-0.12714,Royal Treatment Plant,London/Sydney
ARVK3EQ1187FB458B6,37.77916,-122.42005,Césaria Evora,California - SF
ARVKNYY1187B997673,50.50101,4.47684,Irish Coffee,Belgium
ARTXJFJ1241B9C55EF,37.16793,-95.84501999999999,Karnig Sarkissian,United States
ARIOZCU1187FB3A3DC,41.504709999999996,-81.69074,JOHN COLTRANE,"Cleveland, OH"
ARLPOTR1187B9AD78D,18.11526,-77.27348,Cornell Campbell,Jamaica
ARJBFCK11F50C4AFFB,30.9742,-91.52382,Broadmoore,Louisiana
AR9GA4L1187B98CDC3,32.58507,-89.87374,Cicero Blake,Mississippi
ARTVBAN1187B9B1E3C,40.71455,-74.00712,Darryl D'Bonneau,NY - New York City
ARUNAJ71187FB5ADB0,39.29055,-76.6096,Gene Harris,"Baltimore, MD"
ARAUJ041187B98CFF8,36.97402,-122.03095,Craig's Brother,"Santa Cruz, CA"
AR0KBXO1187B996460,41.58979,-93.61565999999999,Slipknot,"Des Moines, Iowa"
ARYAA6J1187B99485B,62.19845,17.55142,Darxtar,SWEDEN
AR83VCA1187FB5A128,34.053490000000004,-118.24531999999999,Irving,"Los Angeles, CA"
ARSNPTE1241B9CE998,44.115590000000005,-120.51483999999999,Yenn & Refracture,Oregon
ARG3CB11187FB5B640,36.35113,-89.81702,A.C. Reed,"Wardell, MO"
ARY9PAU1187B98F645,40.71455,-74.00712,Najee,"New York, NY"
ARKI91N1187FB4989B,53.58381,-0.64364,Ian Matthews,"Scunthorpe, Lincolnshire, England"
ARTIU041187FB4D00E,41.88415,-87.63241,Lou Rawls,"Chicago, IL"
ARYXXP21187FB5A8F2,45.46894,9.18103,Ornella Vanoni,"Milan, Italy"
ARO4ZPQ1187FB5083E,31.1689,-100.07715,Denim,Texas
ARY03RK1187B9905C6,51.50632,-0.12714,Shy FX,"London, England"
ARNW2331187FB36ECE,51.51661,7.458289999999999,Axxis,Dortmund / Germany
ARC3MSE1187B99B882,62.19845,17.55142,Skumdum,SWEDEN
ARFJIYM11F4C841EDA,38.8235,-75.92381,G.R.I.T.S.,Maryland
ARK1VZ81187FB5867E,40.85715,-73.85678,Melissa Manchester,"New York, NY [The Bronx]"
ARY4JUA1187B988C79,30.9742,-91.52382,Sam Collins,Louisiana
ARGUSVR1187B9AD15E,35.785509999999995,-78.64267,Whiskeytown,"Raleigh, NC"
ARHC4JC1187B996947,53.79449,-1.5465799999999998,The Manhattan Love Suicides,"Leeds, England"
ARYBT401187FB57E31,40.71455,-74.00712,The Friggs,NY - New York City
ARF6XLM1187B9AB6D1,32.77815,-96.7954,The Secret Handshake,"Dallas, Texas"
AR7OEB71187B995A17,50.933640000000004,4.22417,Henri Pousseur,"Malm�, Belgium"
AR9WDYB11A348F0AAF,53.523619999999994,-7.339360000000001,The Blizzards,Mullingar
ARCICDM1187FB36BA1,37.271879999999996,-119.27023,Idaho,California
AR3HC3K1187B99A7A6,42.880590000000005,-71.32673,Rookie,"DERRY, US"
AR2QIF91187B995651,44.50482,11.34516,Settlefish,"Bologna, Italy"
ARE7JGT1187B9A16C7,41.88415,-87.63241,Junior Mance,"Chicago, IL"
ARW23VR1187B9A6997,52.48245,-116.07546,Bruce Haack,"Nordegg, Alberta, Canada"
AR0DWHE1187B9B471C,46.9218,7.13731,Delete,Lago
AR8G5MM1187B9AA1D6,54.313919999999996,-2.23218,Watchmaker,Great Britain / UK
ARMM1WO1187B9B83D8,53.383109999999995,-1.46454,Richard H Kirk,"Sheffield, Yorkshire, England"
AR06M3F1187FB38BED,34.51042,-89.94049,Mississippi Fred McDowell,"Rossville, Tennessee (Lived in Como, Mississippi)"
AR9P3CV1187FB51071,42.47775,-70.96668000000001,Freddy Cannon,"Lynn, MA"
ARNW1JU1187B9B88D3,30.9742,-91.52382,Acid Bath,Louisiana
AR2PVVF1187FB3F333,53.93063000000001,-1.2078799999999998,Little Man Tate,"Yorkshire, England"
ARKETDZ1187B9B2566,50.82607,7.28021,Marlene Dietrich,"Sch�erg, Germany"
ARIS3CU1187B9B9423,37.16793,-95.84501999999999,Rex Allen_ Jr.,United States
AR12L791187B9B9A48,55.8578,-4.24251,Optimo,"Glasgow, Scotland"
AR0NKSJ1187B990988,34.053490000000004,-118.24531999999999,STEEL PROPHET,California - LA
ARHCI8K1187B9AD0DE,38.25486,-85.7664,PLIHAL KAREL,"Louisville, Kentucky"
ARD9SHY1187FB5BFBF,62.19845,17.55142,The Leftovers,Sweden
ARKHVV11187B991571,47.603559999999995,-122.32943999999999,The Green Pajamas,"Seattle, WA"
ARCX2K91187FB3CA6C,42.36679,-71.10602,Leroy Anderson,"Cambridge, MA"
ARQ05GM1187B990512,33.99604,-117.75801000000001,A Static Lullaby,"Chino Hills, CA"
AR56CNM1187B99442A,41.9293,-88.7493,Judas Iscariot,"DeKalb, Illinois, USA"
AR8GYV21187B9ABE91,-23.6361,-46.711729999999996,Caetano Veloso,"Santo Amaro da Purifica�, Bra"
AR4L8X51187FB377B7,43.28986,-82.62258,Junior Varsity,"LEXINGTON, Michigan"
ARVMTLG122C86756DF,59.46148,108.83178000000001,Sviatoslav Richter (piano),Russian Federation
ARNUFGE1187B9B7881,40.85715,-73.85678,THE CHIFFONS,"New York, NY [The Bronx]"
ARMW18X1187FB488FC,27.9758,-81.54106,D.V.S.,"Dade County G, Florida"
AR6VCM91187FB3956C,37.4876,139.83829,Colourfast,JAPAN
ARDIN2H1187B994856,51.50632,-0.12714,Central Line,"London, England"
AR94H5I1187FB4DD2C,37.77916,-122.42005,The Mass,California - SF
ARHVOM41187B99C3BA,38.8991,-77.029,Dim Mak,Washington
ARJBPAG1187B9B555E,51.89493,-0.42808999999999997,Mick Abrahams from Jethro Tull,"Luton, Bedfordshire, England"
ARLCEGX11F4C84782D,44.00118,-71.6342,Roots of Creation,New Hampshire
AR72HPG1187B9A1496,51.84005,-0.2751,The Mission,"HERTS,SG, Producer, song writter & rapper, UK"
AR12MUW1187B9A5DF4,29.76045,-95.36978,Ricardo Lemvo,"HOUSTON, Texas"
ARHI6HD1187B9A0A87,34.09708,-118.10824,The Premiers,"San Gabriel, CA"
ARBTX261187B99255D,51.27562,0.17898,Bill Bruford,"Sevenoaks, Kent, England"
ARG1SS21187B9A7299,53.343759999999996,-6.24953,The Harvest Ministers,"Dublin, Ireland"
AR3UTZD1187B98B1EC,34.09271,-118.26753000000001,The Shore,"Silverlake, CA"
ARYFIH41187FB3C3CC,34.053490000000004,-118.24531999999999,Inara George,California - LA
ARIN12F1187FB3E92C,30.24216,-89.60585999999999,Grant Geissman,"PEARLINGTON, Mississippi"
ARFJFNC1187FB5ABA7,37.7684,-120.84822,Brett Dennen,California - LA
ARLL29O1187B996028,40.7038,-73.83168,Sworn Enemy,"Queens, NY"
ARQMX4G1187FB5934E,42.33168,-83.04791999999999,Kinesis,"DETROIT, Michigan"
ARFOOZ81187FB3F295,51.50632,-0.12714,Battle,"London, England"
ARDZVOI1187B98BE89,34.053490000000004,-118.24531999999999,Brewer & Shipley,"Los Angeles, CA"
ARXE1EM1187B98E8CE,51.04521,-114.06317,James Keelaghan,"Calgary, Alberta, Canada"
ARV1Q341187B9B96C9,64.55653000000001,12.66538,Ane Brun,Norway
ARZEIVC11C8A414CCD,25.72898,-80.23742,Triple C,"Carol City, Dade County , Miami , Florida ... USA"
AR6TD9K1187B9A207D,35.00459,-91.25019,Sister Rosetta Tharpe,"Cotton Plant, AR"
ARWN9BE1187B999939,39.76618,-86.44105,Revolver,Indiana
ARJGLA21187FB4478C,33.74831,-84.39111,The Thorns,"Atlanta, GA"
ARZV4FO1187B99017F,27.9758,-81.54106,Chuck Roberson,Florida
ARBY4LV1187FB3EA5C,19.4319,-99.13285,Caifanes,Mexico City
ARAJ2251187B99C38D,41.88415,-87.63241,Omid_Nooshafarin_Moein_Shohreh_ Moein,Chicago Illinois USA
ARB97861187B9ABBA7,52.58865,-2.12167,Dave Holland_ Chris Potter_ Robin Eubanks_ Steve Nelson_ Billy Kilson,"Wolverhampton, W. Midlands, Engla"
ARSRU161187FB4D0F5,44.115590000000005,-120.51483999999999,Abacus,Oregon
AR5IJ581187FB38CE3,27.138440000000003,80.86235,Ananda Shankar,"Uttar Pradesh, India"
ARZTTTC1187B9B05E8,47.603559999999995,-122.32943999999999,Arthur & Yu,"Seattle, WA"
ARG6WXO1187FB39D9E,51.50632,-0.12714,Transglobal Underground,"London, England"
ARWMZYB1187FB480A7,4.65637,-74.11779,Aftermath,"Bogotá D. C., Colombia"
ARWXEXW11A348F0C57,41.672129999999996,-93.71218,Liane Foly,"Johnston, IA"
ARU6E9Q11C8A415236,41.88415,-87.63241,J. Kwest,Chicago Illinois USA
ARQV5DS1187B9B23FF,37.77916,-122.42005,The Court & Spark,"San Francisco, CA"
AR8PDET1187FB52D0F,40.143229999999996,-74.72671,Ryan Toby,New Jersey
ARS5BAQ1187FB546DC,32.67828,-83.22295,The Winter Sounds,Georgia
ARJOCDH1187B9A4C97,-24.9162,133.39311,Diana Anaid,Australia
ARPZIIA1187FB4CB9F,5.87522,-162.4365,Eldar,"Laietan, UM"
AR05AMO1187FB58D71,31.1689,-100.07715,WES,Texas
ARVAF5Q1187B9AF1CA,37.45047,-86.74081,Bill Monroe and His Bluegrass Boys,"Rosine, KY"
ARQ0UDV1187FB4433F,51.50632,-0.12714,Fatima Mansions,"London, England"
AR5TZGY1187FB3FFDB,34.053490000000004,-118.24531999999999,Darker My Love,Los Angeles CA
ARGJEEO1271F573FD6,40.71455,-74.00712,Artie Shaw,"New York, NY"
ARBCTMC11F50C49BAF,35.830729999999996,-85.97874,C. Djay,Tennessee
ARW2JNN1187B9B6CD2,46.44231,-93.36586,Davenport,Minnesota
ARRWJ0W1187B9B4CCE,34.053490000000004,-118.24531999999999,Holly Beth Vincent,California - LA
ARLL5HT1187B9B6134,38.8991,-77.029,Dennis Driscoll,Washington
ARWQT7I1187B9A71BE,39.96196,-83.00298000000001,House Of Heroes,"Columbus, OH"
AR7V1WB1187FB3AF33,48.14432,17.5141,BENEDICTION,JoCo
ARSHZHP11F33DFFFFA,37.4876,139.83829,Massage Therapy Music,JAPAN
ARJPE3S1187B98B48E,54.314069999999994,-2.23001,Makyo,UK
ARH1N081187B9AC562,52.30554,-0.7084699999999999,Thom Yorke,"Wellingborough, England"
ARWCV901187B989F6E,34.10982,-118.19232,Get Set Go,"Highland Park, CA"
AR6WOPD1187B98D9BB,34.053490000000004,-118.24531999999999,Finis Tasby,California - LA
ARWNI4U1187FB37DEC,33.626459999999994,-80.9474,Portastatic,South Carolina
ARX15QR1187FB3BA3A,37.271879999999996,-119.27023,Vivid,California
ARHNHHV1187FB48017,40.71455,-74.00712,Jay Brannan,NY - New York City
ARQP0451187B9B0755,26.19226,-80.09640999999999,Gina Rene,KINGSTON-JAMAICA AND FORTH LAUDERDALE Florida USA
ARBLBFI1187B99E9AC,40.71455,-74.00712,Groove Collective,"New York, NY"
ARHK9FR1187FB3CB63,62.19845,17.55142,Louise Hoffsten,SWEDEN
AROYL1V1187B98EDA6,43.7427,-84.62167,Looking Up,Brussels
AR913ZN1187FB5B56B,34.16788,-111.9307,Chris Spheeris,Arizona
AR99HRM1187FB4DC63,41.88415,-87.63241,John Klemmer,"Chicago, IL"
ARLHYM91187FB4D60B,52.94922,-1.14392,Bent,"Nottingham, England"
AR0YSNY1187B9A06E8,34.053490000000004,-118.24531999999999,Esther Williams,"Los Angeles, CA"
ARD34XJ1187FB41FB5,35.14968,-90.04892,David Porter,"Memphis, TN"
ARP9CNW1187B9AEA4D,45.46894,9.18103,Claudio Abbado,"Milan, Italy"
ARWT4951187B99C6D2,42.45717,-71.06405,TW Walsh,"Melrose, MA"
ARMXYV21187FB40F98,40.71455,-74.00712,Jim Steinman,"New York, NY"
ARYL07I1187B9A034B,49.050670000000004,2.10067,Anis,"Pontoise, France"
ARX95NH1187B98E2C1,42.503820000000005,12.57347,Cadaveria,Italy
AR2766R1187B98D19A,37.77916,-122.42005,RBL Posse,"San Francisco, CA"
ARE5F2F1187B9AB7E9,35.14968,-90.04892,The Mar-Keys,"Memphis, TN"
ARL9UIX1187B9B51C1,40.71455,-74.00712,The Skeleton Key,"New York, NY"
ARWHQBV11F4C8468E9,39.145270000000004,-75.41875999999999,Don T,Delaware
ARPKJBS1187B98A3D7,43.04999,-76.14739,The Penetrators,"Syracuse, NY"
AR6GED01187B991543,40.143229999999996,-74.72671,Karen Young,New Jersey
ARDX06C1187B98D288,41.88415,-87.63241,Slapstick_ Frederic De Carvalho,"Chicago, IL"
AR9YN6D1187B9AD422,37.77916,-122.42005,Hammers of Misfortune,California - SF
ARNZNFW122BCFCAB3B,53.89128,-68.43114,Ino,Quebec
ARJA5L11187FB369CF,40.71455,-74.00712,Puff Daddy & The Family,"NEW YORK, New York"
ARNZW6T1187B989D0F,51.50632,-0.12714,Stanley Black,London
ARR7E9V1187B999088,38.00335,-79.77127,The Lost Souls,Virginia
AR26W041187B9964A5,37.33847,-121.88578999999999,Shinobu,"San Jose, CA"
AR6IP7X1187FB38799,31.1689,-100.07715,Kelly_ Sean,Texas
ARGWDWZ1187FB4DA5C,30.2676,-97.74298,P.Jayachandran,"Austin, TX"
AR3OS8N1187B9A5F87,29.59733,-90.71913,deadboy & the Elephantmen,"Houma, LA"
AR6VSPU1187B9A3A4B,31.7736,35.225,The Pit That Became A Tower,"Jerusalem, Israel"
AR7SF1N1187B9A91D1,33.56173,-81.72239,John Berry,"Aiken, SC"
AR1YPD11187B99DE98,38.8235,-75.92381,Unreal,Maryland
ARQ0WMD1187B9B8E5A,38.00335,-79.77127,Elysium,Virginia
ARBBP4Q1187B9BA427,32.19851,-83.17777,Hank Mobley,"Eastman, GA"
ARVDBK31187FB46740,42.18419,-71.71818,Dave Young,Massachusetts
AROAOK71187FB50395,51.45366,-2.59143,Unforscene,Bristol
ARLK3YL1187B9B5665,62.19845,17.55142,Brainpool,SWEDEN
ARZF6T61187B9B8815,53.343759999999996,-6.24953,Xpansions,Dublin
ARNBOJI1187B9B3DA3,61.21756,-149.85776,The Long Winters,"Anchorage, AK"
ARU34651187B99A264,40.71455,-74.00712,Michal,NY - New York City
ARPMB2A1187FB4D306,40.65507,-73.94888,Pat Benatar,"Brooklyn, NY"
ARBF7L91187B9B716A,41.88415,-87.63241,The Handsome Family,"Chicago, IL"
ARLEM6S11C8A42C78B,51.16418,10.45415,Joel Frederiksen,GERMANY
AR2JE761187FB5C61F,26.69636,30.246470000000002,Ruby,Egypt
ARVD7C11187B9AD8A8,40.736470000000004,-114.04026999999999,The Boy Least Likely To,wendover
ARNK0WC1187B9A1AA0,51.50632,-0.12714,The Godfathers,"London, England"
ARHAMGQ1187B9B6491,30.661209999999997,-93.89386,Ivory Joe Hunter,"Kirbyville, TX"
ARDSKVQ122988F4B01,53.553340000000006,9.99245,Liedschatten,GERMANY
ARKMIBT11F4C8430D9,40.71455,-74.00712,The Antlers,"Brooklyn, NY"
ARVBXZ01187B997092,19.59009,-155.43413999999999,Daniel Paul,Hawaii
AR73AIO1187B9AD57B,37.77916,-122.42005,Western Addiction,"San Francisco, CA"
ARELA7C1187FB49AF9,40.143229999999996,-74.72671,Kelli Sae,"New York, NY [South Bronx]"
AR6BNBY1187B998232,43.32618,-79.79854,Finger Eleven,"Burlington, ON"
ARQB90Q1187FB45070,51.16418,10.45415,Malory,GERMANY
ARIF77F1187FB4FB0B,40.71455,-74.00712,Jasper van't Hof HOTLIPS,NY - New York City
ARHIE1I1187B98E033,41.260690000000004,-95.93995,Wynonie Harris,"Omaha, NE"
ARVZE8R1187B99AC9D,41.88415,-87.63241,Final Cut,"Chicago, IL"
ARK5DD61187FB3D309,40.71455,-74.00712,Robert Maxwell,"New York, NY"
ARBQTOZ12509411372,37.4817,-82.51886999999999,Dwight Yoakam Duet with Maria McKee,"Pikeville, KY"
AR6ESFX1187B98A053,37.271879999999996,-119.27023,The Sound Of Animals Fighting,California
ARI10GS1187B99B2BD,42.88544,-78.87846,Brian McKnight,"Buffalo, NY"
ARHLRGQ11F50C4B957,34.053490000000004,-118.24531999999999,50 Foot Wave,California - LA
ARWA9HE1187B9A5469,38.8991,-77.029,Go To Blazes,"Washington, D.C."
ARUJX4Y1187B9A43E7,54.49887,-126.55071000000001,Landscape Body Machine,CANADA - B.C.
ARYZCEH1241B9C4C1A,39.469190000000005,-0.37682,Nikoo,valencia
ARQP6ZD1187B993533,44.7272,-90.10126,Steve March Tormé,Wisconsin
AR4111G1187B9B58AB,40.71455,-74.00712,Paul Horn,"New York, NY"
ARZCXO91187FB53708,32.67828,-83.22295,Justin,Georgia
ARIXIA91187FB5A407,39.10295,-94.58306,Bloodstone,"Kansas City, MO"
ARWMFZH11C8A4219E0,42.49981,-96.42094,For Today,"Sioux City, IA"
ARGTJOI1187B98A5D7,62.19845,17.55142,Loud'n'Nasty,SWEDEN
AR5RVV91187B9A4238,40.99471,-77.60454,Luisito Rosario,Pennsylvania
ARBYRTQ1187B991805,44.7272,-90.10126,Ricardo,Wisconsin
ARSFR7J1187FB4165E,34.16612,-106.02611999999999,Sky,New Mexico
ARNRNLI1187B9922BC,50.63718,3.06281,Guerre froide,Lille
ARBFONS1187B989415,53.4796,-2.2488099999999998,Gary Barlow,"Cheshire, Manchester, England"
AR3KZ7N1187B9A9DA0,46.44231,-93.36586,Solid Gold,Minneapolis MN
AROEZR71187FB39CBA,51.5291,-0.02419,Wiley,"Bow (E3), London, UK"
AREM9P61187FB528D1,39.95227,-75.16237,Genghis Tron,"Philadelphia, Pennsylvania"
ARAC7EV1187FB43462,37.77916,-122.42005,From Bubblegum To Sky,California - SF
ARNRQZE1187FB54AD8,50.50101,4.47684,Cape Town,Belgium
ARA5C5S1187B9B6C8C,36.33377,-119.29291,Tom Johnston,"Visalia, CA"
ARXGO2I1187B9B9752,44.50482,11.34516,Luca Carboni,"Bologna, Italy"
AR7F4OL1187FB3BF60,19.40904,-99.14976999999999,Skip featuring Grand,campidano&#039;s lowland
ARASMEE11F4C83B3FD,38.8991,-77.029,Blue Tofu,Washington
ARLNPDY1187B9B6D7F,45.37238,-87.95196,Lyle Mays,"Wausaukee, WI"
ARR6PDP1187B99B6CD,39.95227,-75.16237,The Delfonics,"Philadelphia, PA"
AR4W9EZ1187B99282A,29.95369,-90.07771,Kenny Neal,"New Orleans, LA"
ARAP0PE1187B9A77C9,38.8991,-77.029,Kill Switch...Klick,Washington
AR1BJWF1187B998155,40.71455,-74.00712,Ann Rabson,"New York, NY"
AR4DBCA1187FB5B63F,60.17116,24.932579999999998,The Starshine Orchestra,"Helsinki, Finland"
AR0ZCYP1187B98A7E2,37.4876,139.83829,DOB,Japan
AREHD6L1187FB4D0D7,55.8578,-4.24251,Ac Acoustics,"Glasgow, Scotland"
AR2CM6U1187B999EB7,52.51606999999999,13.37698,Basic Channel,"Berlin, Germany"
ARU6DJL1187FB53B2F,39.76618,-86.44105,Planetary,Indiana
ARH0Z131187B9B69E9,40.8079,-73.9454,Kool Moe Dee,"Harlem, New York, NY"
ARF8H7N1187FB586FC,35.14968,-90.04892,Dickey Lee,"Memphis, TN"
AROHGM71187B98ED9E,42.33168,-83.04791999999999,Kim Weston,"Detroit, MI"
ARXZ97A1187FB51B7A,37.77916,-122.42005,Birds & Batteries,San Francisco
ARCPD4X1187FB4A18F,43.06478,-82.5276,Dave Attell,"NORTH STREET, Michigan"
AR7UYFJ1187B9A9CBB,34.053490000000004,-118.24531999999999,Dr. Dre / Eminem,"Los Angeles, CA"
AR4YZ2O1187B9A97DF,34.053490000000004,-118.24531999999999,The Gun Club,"Los Angeles, CA"
ARI49UF1187B9B7438,40.71455,-74.00712,Jay-Jay Johanson,NY - New York City
AR5PXY21187B9A5ACC,39.95227,-75.16237,The Orlons,"Philadelphia, PA"
AR8UMFB1187B9B6030,38.8235,-75.92381,Bad Apples,Maryland
ARMKITI1187FB4252E,30.2676,-97.74298,Golden Bear,"Austin, TX"
AR1FXMW1187FB4F58F,42.12944,-80.08524,Ta'Raach,"Erie, PA"
ARASCJD1187FB53A79,41.88415,-87.63241,Paul Johnson Feat. Candi Staton,"Chicago, IL"
ARJOTW41187B9B6DA7,47.603559999999995,-122.32943999999999,Stone Gossard,"Seattle, WA"
ARNS4QO1187B98CDE5,30.9742,-91.52382,City Boy,"Jigga City, Louisiana"
ARM0HXL1187B993FF8,35.830729999999996,-85.97874,Hour Glass Men,Tennessee
ARQCEEK1187FB37251,51.50632,-0.12714,Quickspace,"London, England"
ARRTIOG1187B99BB97,40.10863,-83.75243,Superchick,"URBANA, Ohio"
ARN2ISC1187FB4D349,34.67747,135.50323,L'Arc~en~Ciel,"Osaka, Japan"
AR78XD41187FB4A168,38.8991,-77.029,Coffin Break,Washington
ARZV1JU1187FB3CBD3,52.478590000000004,-1.9086,Pram,"Birmingham, England"
AR7D4N41187B9B375D,56.95468,-98.30897,The Nylons,Canada
ARKFC2X1187B9A03DC,40.65507,-73.94888,Japanther,"Brooklyn, NY"
ARFD0D11187FB39C1F,52.37312,4.89319,Pirate Robot Midget,Amsterdam
AR2SFBM1187B9A6C01,37.80506,-122.27301999999999,Russel Garcia,"Oakland, CA"
ARS868G1187FB4C3A8,47.65726,-117.41228000000001,Scars Of Tomorrow,"SPOKANE, Washington"
ARXDDH31187FB3DF1C,30.08615,-94.10158,Barbara Lynn,"Beaumont, TX"
AR3BIIK1187B9AF804,43.04181,-87.90684,Woddy Herman,"Milwaukee, WI"
ARF6SJB1187B99064A,27.9758,-81.54106,The Simpletons,Florida
ARONNO61187B98A929,40.190329999999996,-82.66946999999999,Chad Hoefler,Ohio
AR154KY11C8A42C612,64.55653000000001,12.66538,Inger Marie Gundersen,NORWAY
ARYWNEV1187B98E352,50.88313,4.0811,Illumination,Denderleeuw
ARJHPDB11EBCD795B6,34.053490000000004,-118.24531999999999,Adam Ray,California - LA
ARV5B2D1187FB36ED1,50.79692,-2.3216900000000003,Electric Wizard,"Dorset, England"
ARA1VHY1187FB40777,42.33168,-83.04791999999999,Doug Watkins,"Detroit, MI"
AR3XEVJ1187B9B972B,-34.60852,-58.373540000000006,Diego Torres,"Buenos Aires, Argentina"
ARI3H7U1187FB417DA,53.89128,-68.43114,Dj Prozac,CANADA - Québec
ARRHLSD11F4C845076,39.739259999999994,-89.50409,Freddie Roulette,Illinois
AR3N7SX11A348EFFD1,41.08419,-81.51406,All Or Nothing,"Akron, Ohio"
ARJOH8M1187B991C62,41.13436,-73.79169,Morgana King,"Pleasantville, NY"
ARPE5VF1187B99EDF1,33.47909,-81.97531,Don Chezina,"Augusta, GA"
ARYWZLP1187FB4F7D3,37.51146,15.06744,Vincenzo Bellini,"Catania, Italy"
ARDKIMP1187B98BFE6,34.053490000000004,-118.24531999999999,Dirty Sanchez,"Los Angeles, California"
